1,0.05385413109
2,1.845738726
3,1.281617746
4,3.427750494
5,4.901393581
6,3.841119913
7,3.304102272
8,5.122704298
9,6.024110181
10,9.117636241
11,8.358319018
12,5.922249088
13,1.482707133
14,3.864819137
15,0.364108571
16,7.193847425
17,10.54343111
18,15.4421258
19,15.57826475
20,16.48197643
21,1.493185059
22,17.41122908
23,2.955228963
24,8.483930191
25,0.2001348597
26,11.617755
27,1.907033972
28,27.1596805
29,11.10036548
30,8.830790055
31,23.13767748
32,24.90304502
33,6.9805944
34,27.40842407
35,10.59820416
36,7.061778895
37,14.29217925
38,10.28085188
39,21.78064938
40,0.942827966
41,24.02267993
42,32.4790634
43,38.79163881
44,18.02589992
45,25.61802662
46,40.7369714
47,34.16991134
48,14.68370507
49,6.340925592
50,39.60790632
51,18.48620538
52,0.5206981005
53,34.01949302
54,37.31277574
55,17.63898904
56,46.74389609
57,25.63425338
58,17.42682453
59,40.68527203
60,46.01941075
61,17.86155007
62,13.76488521
63,42.27230328
64,14.29663329
65,39.78711915
66,47.69118816
67,39.51331752
68,44.34861401
69,57.77508854
70,15.8093285
71,12.72859061
72,56.5320797
73,51.17488346
74,31.83071789
75,44.10199798
76,60.76365973
77,16.42161128
78,39.62594651
79,27.23294682
80,41.19038999
81,14.38428831
82,23.28278848
83,39.04400759
84,1.752228055
85,2.790926639
86,54.67721487
87,2.785843587
88,71.04238544
89,32.45983351
90,55.85965832
91,63.21306946
92,50.81749887
93,60.14269743
94,92.71799221
95,23.63743352
96,20.44432061
97,62.28694715
98,78.15108237
99,65.7484094
100,95.74237117
